date,qqq_return
2024-09-05,0.0009336829930166601
2024-09-06,-0.026787433762604396
2024-09-09,0.01285973534665752
2024-09-10,0.009241815709448487
2024-09-11,0.02171538414740204
2024-09-12,0.009816013428873616
2024-09-13,0.004479977698279569
2024-09-16,-0.004417862951430651
2024-09-17,0.0005283302553615865
2024-09-18,-0.004329604573611423
2024-09-19,0.025284137553351238
2024-09-20,-0.0019032079192593532
2024-09-23,0.002650581265807528
2024-09-24,0.0048236882570544815
2024-09-25,0.0009270913863861363
2024-09-26,0.007513127531812991
2024-09-27,-0.005557065413533513
2024-09-30,0.002711850628192458
2024-10-01,-0.013932420073848761
2024-10-02,0.001412921123457922
2024-10-03,-0.0007470254122504683
