date,qqq_return
2024-04-29 19:00:00,0.0
2024-04-30 16:00:00,-0.018856101842816053
2024-04-30 19:00:00,0.0
2024-05-01 16:00:00,-0.0072306915215564205
2024-05-01 19:00:00,0.0
2024-05-02 16:00:00,0.01276343434471916
2024-05-02 19:00:00,0.0
2024-05-03 16:00:00,0.02009846150736827
2024-05-03 19:00:00,0.0
2024-05-06 16:00:00,0.010953404725757343
2024-05-06 19:00:00,0.0
2024-05-07 16:00:00,0.00015902132453571305
2024-05-07 19:00:00,0.0
2024-05-08 16:00:00,-0.0005904967394613214
2024-05-08 19:00:00,0.0
2024-05-09 16:00:00,0.0021815353947902683
2024-05-09 19:00:00,0.0
2024-05-10 16:00:00,0.002358098208816495
2024-05-10 19:00:00,0.0
2024-05-13 16:00:00,0.002307451395780591
2024-05-13 19:00:00,0.0
2024-05-14 16:00:00,0.006432122879424629
2024-05-14 19:00:00,0.0
2024-05-15 16:00:00,0.015630274294221813
2024-05-15 19:00:00,0.0
2024-05-16 16:00:00,-0.0020313078313122235
2024-05-16 19:00:00,0.0
2024-05-17 16:00:00,-0.0004866354550948637
2024-05-17 19:00:00,0.0
2024-05-20 16:00:00,0.006972547300218235
2024-05-20 19:00:00,0.0
2024-05-21 16:00:00,0.00195649302486256
2024-05-21 19:00:00,0.0
2024-05-22 16:00:00,-0.00019733594446846858
2024-05-22 19:00:00,0.0
2024-05-23 16:00:00,-0.004498511236135316
2024-05-23 19:00:00,0.0
2024-05-24 16:00:00,0.00945642294091531
2024-05-24 19:00:00,0.0
2024-05-28 16:00:00,0.003777669326795907
2024-05-28 19:00:00,0.0
2024-05-29 16:00:00,-0.00704835355416078
2024-05-29 19:00:00,0.0
2024-05-30 16:00:00,-0.010713298392843185
2024-05-30 19:00:00,0.0
2024-05-31 16:00:00,-0.001860297086599072
2024-05-31 19:00:00,0.0
2024-06-03 16:00:00,0.005369372079429224
2024-06-03 19:00:00,0.0
2024-06-04 16:00:00,0.0027364801755982437
2024-06-04 19:00:00,0.0
2024-06-05 16:00:00,0.020159670378230077
2024-06-05 19:00:00,0.0
2024-06-06 16:00:00,-0.0003451463298786983
2024-06-06 19:00:00,0.0
2024-06-07 16:00:00,-0.0008847760858157194
2024-06-07 19:00:00,0.0
2024-06-10 16:00:00,0.004039163499262921
2024-06-10 19:00:00,0.0
2024-06-11 16:00:00,0.006862805669494376
2024-06-11 19:00:00,0.0
2024-06-12 16:00:00,0.013097643563170003
2024-06-12 19:00:00,0.0
2024-06-13 16:00:00,0.005420227853111026
2024-06-13 19:00:00,0.0
2024-06-14 16:00:00,0.0051813240415956585
2024-06-14 19:00:00,0.0
2024-06-17 16:00:00,0.012249672997597827
2024-06-17 19:00:00,0.0
2024-06-18 16:00:00,0.00030930772306891896
2024-06-18 19:00:00,0.0
2024-06-20 16:00:00,-0.0077079478237478405
2024-06-20 19:00:00,0.0
2024-06-21 16:00:00,-0.0026792146815561857
2024-06-21 19:00:00,0.0
2024-06-24 16:00:00,-0.011384796920896778
2024-06-24 19:00:00,0.0
2024-06-25 16:00:00,0.011435673750956443
2024-06-25 19:00:00,0.0
2024-06-26 16:00:00,0.0020651389981851676
2024-06-26 19:00:00,0.0
2024-06-27 16:00:00,0.0025812432941567653
2024-06-27 19:00:00,0.0
